task_id,category,hardware,model,backend,run_index,raw_output,latency_s,input_tokens,output_tokens,tokens_per_second,peak_memory_mb,peak_memory_allocated_mb,peak_memory_reserved_mb,error,groq_server_tokens_per_second,groq_response_id,timestamp,correct,score_reason,parsed_calls,gold_calls,failure_type
simple_153,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""calculate_compounded_interest"", ""arguments"": {""principal"": 5000, ""rate"": 0.03, ""time"": 5, ""n"": 4}}
</tool_call>",0.24181804107502103,348,48,198.49635613047002,,,,,,chatcmpl-b5a9b1cf-8043-4b3c-a7df-aee7e44fe8ac,2026-04-29T22:49:09.532691+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_compounded_interest"", ""arguments"": {""principal"": 5000, ""rate"": 0.03, ""time"": 5, ""n"": 4}}]","[{""name"": ""calculate_compounded_interest"", ""arguments"": {""principal"": [5000], ""rate"": [0.03], ""time"": [5], ""n"": [4]}}]",correct
simple_136,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""compound_interest"", ""arguments"": {""principal"": 10000, ""annual_rate"": 5, ""compounding_freq"": ""monthly"", ""time_in_years"": 5}}
</tool_call>",0.25262912502512336,359,49,193.9602173546976,,,,,,chatcmpl-dd3062fa-e73f-46b0-bf0a-706d3b6bb109,2026-04-29T22:49:11.782598+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""compound_interest"", ""arguments"": {""principal"": 10000, ""annual_rate"": 5, ""compounding_freq"": ""monthly"", ""time_in_years"": 5}}]","[{""name"": ""compound_interest"", ""arguments"": {""principal"": [10000], ""annual_rate"": [5.0], ""compounding_freq"": [""monthly""], ""time_in_years"": [5]}}]",correct
simple_58,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP synthase"", ""organelle"": ""mitochondria"", ""specific_function"": ""true""}}
</tool_call>",0.4233206670032814,299,49,115.75149483457696,,,,,,chatcmpl-95b04cd3-cd75-4d72-9fc2-a7d3e1a5fdaf,2026-04-29T22:49:14.041221+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP synthase"", ""organelle"": ""mitochondria"", ""specific_function"": ""true""}}]","[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": [""ATP synthase""], ""organelle"": [""mitochondria""], ""specific_function"": [true]}}]",correct
simple_55,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""biology.get_cell_info"", ""arguments"": {""cell_type"": ""human cell"", ""detailed"": ""true""}}
</tool_call>",0.34655608306638896,253,36,103.87929042094916,,,,,,chatcmpl-3c854a63-78e7-4e0b-a524-ef8dc3337ed5,2026-04-29T22:49:16.471785+00:00,False,"argument_mismatch: Argument mismatch for 'cell_type': predicted human cell, gold ['human'].","[{""name"": ""biology.get_cell_info"", ""arguments"": {""cell_type"": ""human cell"", ""detailed"": ""true""}}]","[{""name"": ""biology.get_cell_info"", ""arguments"": {""cell_type"": [""human""], ""detailed"": [true]}}]",argument_mismatch
simple_13,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""calculate_area_under_curve"", ""arguments"": {""function"": ""x**2"", ""interval"": ""[1, 3]"", ""method"": ""trapezoidal""}}
</tool_call>",0.35035720898304135,317,47,134.14880240775918,,,,,,chatcmpl-d7bb77fb-4284-4a10-be6f-3a37a8523931,2026-04-29T22:49:18.823114+00:00,False,"argument_mismatch: Argument mismatch for 'interval': predicted [1, 3], gold [[1.0, 3.0]].","[{""name"": ""calculate_area_under_curve"", ""arguments"": {""function"": ""x**2"", ""interval"": ""[1, 3]"", ""method"": ""trapezoidal""}}]","[{""name"": ""calculate_area_under_curve"", ""arguments"": {""function"": [""x**2"", ""lambda x: x**2"", ""y=x**2""], ""interval"": [[1.0, 3.0]], ""method"": ["""", ""trapezoidal""]}}]",argument_mismatch
simple_354,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""get_vegan_recipe"", ""arguments"": {""dish_type"": ""soup"", ""cooking_time"": 30, ""ingredient_preference"": []}}
</tool_call>",0.24888416600879282,340,42,168.75320223672318,,,,,,chatcmpl-9778c86a-e09e-4026-8850-48c1bcfa900c,2026-04-29T22:49:21.178029+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_vegan_recipe"", ""arguments"": {""dish_type"": ""soup"", ""cooking_time"": 30, ""ingredient_preference"": []}}]","[{""name"": ""get_vegan_recipe"", ""arguments"": {""dish_type"": [""soup""], ""cooking_time"": [30], ""ingredient_preference"": [""""]}}]",correct
simple_260,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""paint_requirement.calculate"", ""arguments"": {""area"": {""width"": 20, ""height"": 12}, ""paint_coverage"": 350, ""exclusion"": {""type"": ""window"", ""area"": 15}}}
</tool_call>",0.5213223330210894,472,60,115.091942545981,,,,,,chatcmpl-8a52f4f5-0fa8-4547-ae55-f673011fdac7,2026-04-29T22:49:23.433673+00:00,False,"argument_mismatch: Argument mismatch for 'area': predicted {'width': 20, 'height': 12}, gold [{'width': [20], 'height': [12]}].","[{""name"": ""paint_requirement.calculate"", ""arguments"": {""area"": {""width"": 20, ""height"": 12}, ""paint_coverage"": 350, ""exclusion"": {""type"": ""window"", ""area"": 15}}}]","[{""name"": ""paint_requirement.calculate"", ""arguments"": {""area"": [{""width"": [20], ""height"": [12]}], ""paint_coverage"": [350], ""exclusion"": [{""type"": [""window""], ""area"": [15]}]}}]",argument_mismatch
simple_367,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""find_recipe"", ""arguments"": {""dietary_restrictions"": ""vegan"", ""recipe_type"": ""dessert"", ""time"": ""30""}}
</tool_call>",0.3956092910375446,306,43,108.69309941438954,,,,,,chatcmpl-eaf6e61c-ad53-48b2-83f8-115b696c43b8,2026-04-29T22:49:25.959289+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""find_recipe"", ""arguments"": {""dietary_restrictions"": ""vegan"", ""recipe_type"": ""dessert"", ""time"": ""30""}}]","[{""name"": ""find_recipe"", ""arguments"": {""dietary_restrictions"": [""vegan""], ""recipe_type"": [""dessert""], ""time"": [30]}}]",correct
simple_255,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""religious_history.get_papal_biography"", ""arguments"": {""papal_name"": ""Innocent III"", ""include_contributions"": true}}
</tool_call>",0.21053220808971673,274,44,208.9941505826497,,,,,,chatcmpl-023b918f-cd45-4c7e-bd63-b48d6a153fbb,2026-04-29T22:49:28.361128+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""religious_history.get_papal_biography"", ""arguments"": {""papal_name"": ""Innocent III"", ""include_contributions"": true}}]","[{""name"": ""religious_history.get_papal_biography"", ""arguments"": {""papal_name"": [""Innocent III"", ""Pope Innocent III""], ""include_contributions"": [true]}}]",correct
simple_242,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""get_scientist_for_discovery"", ""arguments"": {""discovery"": ""theory of evolution""}}
</tool_call>",0.1843422920210287,219,33,179.01480793260154,,,,,,chatcmpl-eda12b27-9758-424a-9c0b-27b6dd787779,2026-04-29T22:49:30.579800+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_scientist_for_discovery"", ""arguments"": {""discovery"": ""theory of evolution""}}]","[{""name"": ""get_scientist_for_discovery"", ""arguments"": {""discovery"": [""Theory of Evolution"", ""theory of evolution""]}}]",correct
simple_176,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": ""Apple Inc."", ""year"": 2010, ""case_type"": ""Patent""}}
</tool_call>",5.3616071249125525,294,44,8.206494615309516,,,,,,chatcmpl-dbc64d64-9cab-4dfa-a71f-215bcd6695bb,2026-04-29T22:49:32.771787+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": ""Apple Inc."", ""year"": 2010, ""case_type"": ""Patent""}}]","[{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": [""Apple Inc.""], ""year"": [2010], ""case_type"": [""Patent"", ""IPR""]}}]",correct
simple_57,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""calculate_cell_density"", ""arguments"": {""optical_density"": 0.6, ""dilution"": 5, ""calibration_factor"": 1e9}}
</tool_call>",0.22751645802054554,327,48,210.9737485262074,,,,,,chatcmpl-76ce282c-52ba-4da9-b35e-d4c94ca6d77c,2026-04-29T22:49:40.145862+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_cell_density"", ""arguments"": {""optical_density"": 0.6, ""dilution"": 5, ""calibration_factor"": 1000000000.0}}]","[{""name"": ""calculate_cell_density"", ""arguments"": {""optical_density"": [0.6], ""dilution"": [5], ""calibration_factor"": [1000000000.0, """"]}}]",correct
simple_126,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""linear_regression.get_r_squared"", ""arguments"": {""dataset_path"": ""C:/data/cars.csv"", ""independent_variables"": [""engine_size"", ""fuel_economy""], ""dependent_variable"": ""car_price""}}
</tool_call>",0.233024416025728,323,56,240.3181647446639,,,,,,chatcmpl-d27a0477-5103-42ec-a946-b7895b6c13b7,2026-04-29T22:49:42.379833+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""linear_regression.get_r_squared"", ""arguments"": {""dataset_path"": ""C:/data/cars.csv"", ""independent_variables"": [""engine_size"", ""fuel_economy""], ""dependent_variable"": ""car_price""}}]","[{""name"": ""linear_regression.get_r_squared"", ""arguments"": {""dataset_path"": [""C:/data/cars.csv""], ""independent_variables"": [[""engine_size"", ""fuel_economy""]], ""dependent_variable"": [""car_price""]}}]",correct
simple_20,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""math.hcf"", ""arguments"": {""number1"": 36, ""number2"": 24}}
</tool_call>",0.36048816598486155,233,34,94.3165496351628,,,,,,chatcmpl-8da82e55-43da-4dac-b255-d00e8e250255,2026-04-29T22:49:44.618855+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""math.hcf"", ""arguments"": {""number1"": 36, ""number2"": 24}}]","[{""name"": ""math.hcf"", ""arguments"": {""number1"": [36], ""number2"": [24]}}]",correct
simple_160,simple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}
</tool_call>",0.19744883303064853,299,45,227.9071459136706,,,,,,chatcmpl-c85abb35-7b18-457e-951b-16d86699643b,2026-04-29T22:49:46.982967+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}]","[{""name"": ""get_case_info"", ""arguments"": {""docket"": [""2022/AL2562""], ""court"": [""California"", ""CA""], ""info_type"": [""victim""]}}]",correct
multiple_102,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""calculate_displacement"", ""arguments"": {""initial_velocity"": 10, ""time"": 5, ""acceleration"": 9.8}}
</tool_call>",5.337846459005959,610,42,7.868341722182367,,,,,,chatcmpl-88924984-6fef-4159-beb4-6a2a3779f258,2026-04-29T22:49:49.184269+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_displacement"", ""arguments"": {""initial_velocity"": 10, ""time"": 5, ""acceleration"": 9.8}}]","[{""name"": ""calculate_displacement"", ""arguments"": {""initial_velocity"": [10], ""time"": [5], ""acceleration"": [9.8]}}]",correct
multiple_52,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""currency_conversion"", ""arguments"": {""amount"": 100, ""from_currency"": ""EUR"", ""to_currency"": ""USD""}}
</tool_call>",2.474751582951285,413,39,15.759157512484641,,,,,,chatcmpl-74da91de-e510-40ad-8cb9-667bed519c56,2026-04-29T22:49:56.529555+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""currency_conversion"", ""arguments"": {""amount"": 100, ""from_currency"": ""EUR"", ""to_currency"": ""USD""}}]","[{""name"": ""currency_conversion"", ""arguments"": {""amount"": [100], ""from_currency"": [""Euro"", ""EUR""], ""to_currency"": [""USD"", ""US Dollar""]}}]",correct
multiple_130,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""calculate_cagr"", ""arguments"": {""initial_value"": 2000, ""final_value"": 3000, ""period_in_years"": 4}}
</tool_call>",4.299759125104174,593,44,10.233131373128716,,,,,,chatcmpl-24441c13-4321-4c17-956b-dc156abcaf48,2026-04-29T22:50:01.009996+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_cagr"", ""arguments"": {""initial_value"": 2000, ""final_value"": 3000, ""period_in_years"": 4}}]","[{""name"": ""calculate_cagr"", ""arguments"": {""initial_value"": [2000], ""final_value"": [3000], ""period_in_years"": [4]}}]",correct
multiple_121,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""geometry.area_triangle"", ""arguments"": {""base"": 6, ""height"": 10, ""unit"": ""square meters""}}
</tool_call>",4.4959670410025865,597,39,8.67444081425097,,,,,,chatcmpl-d6eeac5a-43d9-460d-bf77-66f549722e07,2026-04-29T22:50:07.314191+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""geometry.area_triangle"", ""arguments"": {""base"": 6, ""height"": 10, ""unit"": ""square meters""}}]","[{""name"": ""geometry.area_triangle"", ""arguments"": {""base"": [6], ""height"": [10], ""unit"": ["""", ""square meters""]}}]",correct
multiple_171,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""game_result.get_winner"", ""arguments"": {""teams"": ""['Lakers', 'Clippers']"", ""date"": ""2021-01-28""}}
</tool_call>",2.3196265411097556,435,44,18.968570681619084,,,,,,chatcmpl-6775c309-40a0-4ae3-a862-9e3a4bbdd355,2026-04-29T22:50:13.814790+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""game_result.get_winner"", ""arguments"": {""teams"": ""['Lakers', 'Clippers']"", ""date"": ""2021-01-28""}}]","[{""name"": ""game_result.get_winner"", ""arguments"": {""teams"": [[""Lakers"", ""Clippers""], [""Clippers"", ""Lakers""]], ""date"": [""2021-01-28"", ""01/28/2021"", ""Jan.28,2021""], ""venue"": [""""]}}]",correct
multiple_173,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""get_defense_ranking"", ""arguments"": {""season"": 2021, ""top"": 1}}
</tool_call>",4.835339540964924,576,35,7.238374824245645,,,,,,chatcmpl-48f94c06-5e16-4c7b-94be-a3357b8d26e3,2026-04-29T22:50:18.141405+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_defense_ranking"", ""arguments"": {""season"": 2021, ""top"": 1}}]","[{""name"": ""get_defense_ranking"", ""arguments"": {""season"": [2021], ""top"": [1, """"]}}]",correct
multiple_151,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""social_media_analytics.most_followed"", ""arguments"": {""topic"": ""psychology"", ""sub_topics"": [""behaviour"", ""group dynamics""], ""region"": ""global""}}
</tool_call>",4.3093760419869795,647,50,11.602607781925165,,,,,,chatcmpl-3cd8ef44-634a-4b8d-b4d0-1c4790627269,2026-04-29T22:50:24.982846+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""social_media_analytics.most_followed"", ""arguments"": {""topic"": ""psychology"", ""sub_topics"": [""behaviour"", ""group dynamics""], ""region"": ""global""}}]","[{""name"": ""social_media_analytics.most_followed"", ""arguments"": {""topic"": [""psychology"", ""Psychology""], ""sub_topics"": [[""behaviour"", ""group dynamics""], [""group dynamics"", ""behaviour""]], ""region"": ["""", ""global""]}}]",correct
multiple_18,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""european_history.battle_details"", ""arguments"": {""battle"": ""Battle of Stalingrad""}}
</tool_call>",2.302437208010815,388,33,14.332638425570906,,,,,,chatcmpl-4a1e71d6-a3f1-478f-adfb-80f19121e13f,2026-04-29T22:50:31.299477+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""european_history.battle_details"", ""arguments"": {""battle"": ""Battle of Stalingrad""}}]","[{""name"": ""european_history.battle_details"", ""arguments"": {""battle"": [""Battle of Stalingrad"", ""Stalingrad""]}}]",correct
multiple_50,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""house_price_forecast"", ""arguments"": {""location"": ""New York"", ""months"": 1}}
</tool_call>",4.284106957959011,576,34,7.936309791900695,,,,,,chatcmpl-ef15a57a-9569-4cba-bfbe-fcf831ba786e,2026-04-29T22:50:35.614422+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""house_price_forecast"", ""arguments"": {""location"": ""New York"", ""months"": 1}}]","[{""name"": ""house_price_forecast"", ""arguments"": {""location"": [""New York"", ""New York, NY"", ""NYC"", ""New York City""], ""months"": [1], ""features"": [[], """"]}}]",correct
multiple_12,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""corporate_finance.calculate_YOY_growth_rate"", ""arguments"": {""company_name"": ""Tech Inc"", ""year1"": 2019, ""year1_revenue"": 1000000, ""year2"": 2020, ""year2_revenue"": 1200000}}
</tool_call>",4.52839574997779,638,73,16.120499185690218,,,,,,chatcmpl-22f9ffd4-640b-4848-9c68-9a985f56599b,2026-04-29T22:50:41.904796+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""corporate_finance.calculate_YOY_growth_rate"", ""arguments"": {""company_name"": ""Tech Inc"", ""year1"": 2019, ""year1_revenue"": 1000000, ""year2"": 2020, ""year2_revenue"": 1200000}}]","[{""name"": ""corporate_finance.calculate_YOY_growth_rate"", ""arguments"": {""company_name"": [""Tech Inc""], ""year1"": [2019], ""year1_revenue"": [1000000], ""year2"": [2020], ""year2_revenue"": [1200000]}}]",correct
multiple_45,multiple,Groq_LPU_Llama,llama-3.1-8b-instant,groq_prompt_api,0,"<tool_call>
{""name"": ""geology.get_era"", ""arguments"": {""era_name"": ""Ice age"", ""calculate_years_ago"": ""True""}}
</tool_call>",2.2675495829898864,370,39,17.199182894416094,,,,,,chatcmpl-3c886360-bcf3-4f49-962b-91f14a1591cc,2026-04-29T22:50:48.438348+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""geology.get_era"", ""arguments"": {""era_name"": ""Ice age"", ""calculate_years_ago"": ""True""}}]","[{""name"": ""geology.get_era"", ""arguments"": {""era_name"": [""Ice age""], ""calculate_years_ago"": [true]}}]",correct
