task_id,category,hardware,model,backend,run_index,raw_output,latency_s,input_tokens,output_tokens,tokens_per_second,peak_memory_mb,peak_memory_allocated_mb,peak_memory_reserved_mb,error,groq_server_tokens_per_second,groq_response_id,timestamp,correct,score_reason,parsed_calls,gold_calls,failure_type
simple_153,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""calculate_compounded_interest"", ""arguments"": {""principal"": 5000, ""rate"": 0.03, ""time"": 5, ""n"": 4}}
</tool_call>",0.26360624993685633,348,48,182.0897646072421,,,,,,,2026-04-30T21:50:28.506731+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_compounded_interest"", ""arguments"": {""principal"": 5000, ""rate"": 0.03, ""time"": 5, ""n"": 4}}]","[{""name"": ""calculate_compounded_interest"", ""arguments"": {""principal"": [5000], ""rate"": [0.03], ""time"": [5], ""n"": [4]}}]",correct
simple_136,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""compound_interest"", ""arguments"": {""principal"": 10000, ""annual_rate"": 5, ""compounding_freq"": ""monthly"", ""time_in_years"": 5}}
</tool_call>",0.27720074995886534,359,49,176.76719852767806,,,,,,,2026-04-30T21:50:29.777406+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""compound_interest"", ""arguments"": {""principal"": 10000, ""annual_rate"": 5, ""compounding_freq"": ""monthly"", ""time_in_years"": 5}}]","[{""name"": ""compound_interest"", ""arguments"": {""principal"": [10000], ""annual_rate"": [5.0], ""compounding_freq"": [""monthly""], ""time_in_years"": [5]}}]",correct
simple_58,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP synthase"", ""organelle"": ""mitochondria"", ""specific_function"": ""true""}}
</tool_call>",0.2765360000776127,299,49,177.19211960196012,,,,,,,2026-04-30T21:50:31.063722+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": ""ATP synthase"", ""organelle"": ""mitochondria"", ""specific_function"": ""true""}}]","[{""name"": ""cell_biology.function_lookup"", ""arguments"": {""molecule"": [""ATP synthase""], ""organelle"": [""mitochondria""], ""specific_function"": [true]}}]",correct
simple_55,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""biology.get_cell_info"", ""arguments"": {""cell_type"": ""human cell"", ""detailed"": ""true""}}
</tool_call>",0.17136100004427135,253,36,210.08280758573625,,,,,,,2026-04-30T21:50:32.344236+00:00,False,"argument_mismatch: Argument mismatch for 'cell_type': predicted human cell, gold ['human'].","[{""name"": ""biology.get_cell_info"", ""arguments"": {""cell_type"": ""human cell"", ""detailed"": ""true""}}]","[{""name"": ""biology.get_cell_info"", ""arguments"": {""cell_type"": [""human""], ""detailed"": [true]}}]",argument_mismatch
simple_13,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""calculate_area_under_curve"", ""arguments"": {""function"": ""x**2"", ""interval"": ""[1, 3]"", ""method"": ""trapezoidal""}}
</tool_call>",0.4275308341020718,317,47,109.9335913366634,,,,,,,2026-04-30T21:50:33.522144+00:00,False,"argument_mismatch: Argument mismatch for 'interval': predicted [1, 3], gold [[1.0, 3.0]].","[{""name"": ""calculate_area_under_curve"", ""arguments"": {""function"": ""x**2"", ""interval"": ""[1, 3]"", ""method"": ""trapezoidal""}}]","[{""name"": ""calculate_area_under_curve"", ""arguments"": {""function"": [""x**2"", ""lambda x: x**2"", ""y=x**2""], ""interval"": [[1.0, 3.0]], ""method"": ["""", ""trapezoidal""]}}]",argument_mismatch
simple_354,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""get_vegan_recipe"", ""arguments"": {""dish_type"": ""soup"", ""cooking_time"": ""30"", ""ingredient_preference"": ""[]""}}
</tool_call>",0.2487749580759555,340,43,172.8469791837783,,,,,,,2026-04-30T21:50:34.957820+00:00,False,"argument_mismatch: Argument mismatch for 'ingredient_preference': predicted [], gold [''].","[{""name"": ""get_vegan_recipe"", ""arguments"": {""dish_type"": ""soup"", ""cooking_time"": ""30"", ""ingredient_preference"": ""[]""}}]","[{""name"": ""get_vegan_recipe"", ""arguments"": {""dish_type"": [""soup""], ""cooking_time"": [30], ""ingredient_preference"": [""""]}}]",argument_mismatch
simple_260,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""paint_requirement.calculate"", ""arguments"": {""area"": {""width"": 20, ""height"": 12}, ""paint_coverage"": 350, ""exclusion"": {""type"": ""window"", ""area"": 15}}}
</tool_call>",0.2578918330837041,472,60,232.65568080446255,,,,,,,2026-04-30T21:50:36.213082+00:00,False,"argument_mismatch: Argument mismatch for 'area': predicted {'width': 20, 'height': 12}, gold [{'width': [20], 'height': [12]}].","[{""name"": ""paint_requirement.calculate"", ""arguments"": {""area"": {""width"": 20, ""height"": 12}, ""paint_coverage"": 350, ""exclusion"": {""type"": ""window"", ""area"": 15}}}]","[{""name"": ""paint_requirement.calculate"", ""arguments"": {""area"": [{""width"": [20], ""height"": [12]}], ""paint_coverage"": [350], ""exclusion"": [{""type"": [""window""], ""area"": [15]}]}}]",argument_mismatch
simple_367,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""find_recipe"", ""arguments"": {""dietary_restrictions"": ""vegan"", ""recipe_type"": ""dessert"", ""time"": ""30""}}
</tool_call>",0.22238295804709196,306,43,193.3601404424807,,,,,,,2026-04-30T21:50:37.478072+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""find_recipe"", ""arguments"": {""dietary_restrictions"": ""vegan"", ""recipe_type"": ""dessert"", ""time"": ""30""}}]","[{""name"": ""find_recipe"", ""arguments"": {""dietary_restrictions"": [""vegan""], ""recipe_type"": [""dessert""], ""time"": [30]}}]",correct
simple_255,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""religious_history.get_papal_biography"", ""arguments"": {""papal_name"": ""Innocent III"", ""include_contributions"": true}}
</tool_call>",0.2561973329866305,274,44,171.74261529996534,,,,,,,2026-04-30T21:50:38.702079+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""religious_history.get_papal_biography"", ""arguments"": {""papal_name"": ""Innocent III"", ""include_contributions"": true}}]","[{""name"": ""religious_history.get_papal_biography"", ""arguments"": {""papal_name"": [""Innocent III"", ""Pope Innocent III""], ""include_contributions"": [true]}}]",correct
simple_242,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""get_scientist_for_discovery"", ""arguments"": {""discovery"": ""theory of evolution""}}
</tool_call>",0.2626179999206215,219,33,125.65779957952054,,,,,,,2026-04-30T21:50:39.964535+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_scientist_for_discovery"", ""arguments"": {""discovery"": ""theory of evolution""}}]","[{""name"": ""get_scientist_for_discovery"", ""arguments"": {""discovery"": [""Theory of Evolution"", ""theory of evolution""]}}]",correct
simple_176,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": ""Apple Inc."", ""year"": 2010, ""case_type"": ""Patent""}}
</tool_call>",0.24169695796445012,294,44,182.04614725217897,,,,,,,2026-04-30T21:50:41.233231+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": ""Apple Inc."", ""year"": 2010, ""case_type"": ""Patent""}}]","[{""name"": ""lawsuit_details.find"", ""arguments"": {""company_name"": [""Apple Inc.""], ""year"": [2010], ""case_type"": [""Patent"", ""IPR""]}}]",correct
simple_57,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""calculate_cell_density"", ""arguments"": {""optical_density"": 0.6, ""dilution"": 5, ""calibration_factor"": 1e9}}
</tool_call>",0.26480862498283386,327,48,181.26297813415852,,,,,,,2026-04-30T21:50:42.477979+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_cell_density"", ""arguments"": {""optical_density"": 0.6, ""dilution"": 5, ""calibration_factor"": 1000000000.0}}]","[{""name"": ""calculate_cell_density"", ""arguments"": {""optical_density"": [0.6], ""dilution"": [5], ""calibration_factor"": [1000000000.0, """"]}}]",correct
simple_126,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""linear_regression.get_r_squared"", ""arguments"": {""dataset_path"": ""C:/data/cars.csv"", ""independent_variables"": ""['engine_size', 'fuel_economy']"", ""dependent_variable"": ""car_price""}}
</tool_call>",0.19930012500844896,323,57,286.0008241218293,,,,,,,2026-04-30T21:50:43.753580+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""linear_regression.get_r_squared"", ""arguments"": {""dataset_path"": ""C:/data/cars.csv"", ""independent_variables"": ""['engine_size', 'fuel_economy']"", ""dependent_variable"": ""car_price""}}]","[{""name"": ""linear_regression.get_r_squared"", ""arguments"": {""dataset_path"": [""C:/data/cars.csv""], ""independent_variables"": [[""engine_size"", ""fuel_economy""]], ""dependent_variable"": [""car_price""]}}]",correct
simple_20,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""math.hcf"", ""arguments"": {""number1"": 36, ""number2"": 24}}
</tool_call>",0.17784658400341868,233,34,191.17600818999387,,,,,,,2026-04-30T21:50:44.959278+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""math.hcf"", ""arguments"": {""number1"": 36, ""number2"": 24}}]","[{""name"": ""math.hcf"", ""arguments"": {""number1"": [36], ""number2"": [24]}}]",correct
simple_160,simple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}
</tool_call>",0.22151591698639095,299,45,203.14567283562118,,,,,,,2026-04-30T21:50:46.139691+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}]","[{""name"": ""get_case_info"", ""arguments"": {""docket"": [""2022/AL2562""], ""court"": [""California"", ""CA""], ""info_type"": [""victim""]}}]",correct
multiple_102,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""calculate_displacement"", ""arguments"": {""initial_velocity"": 10, ""time"": 5, ""acceleration"": 9.8}}
</tool_call>",0.27615599997807294,610,42,152.08795030104304,,,,,,,2026-04-30T21:50:47.370342+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_displacement"", ""arguments"": {""initial_velocity"": 10, ""time"": 5, ""acceleration"": 9.8}}]","[{""name"": ""calculate_displacement"", ""arguments"": {""initial_velocity"": [10], ""time"": [5], ""acceleration"": [9.8]}}]",correct
multiple_52,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""currency_conversion"", ""arguments"": {""amount"": 100, ""from_currency"": ""EUR"", ""to_currency"": ""USD""}}
</tool_call>",0.19557195797096938,413,39,199.4150920439685,,,,,,,2026-04-30T21:50:48.656478+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""currency_conversion"", ""arguments"": {""amount"": 100, ""from_currency"": ""EUR"", ""to_currency"": ""USD""}}]","[{""name"": ""currency_conversion"", ""arguments"": {""amount"": [100], ""from_currency"": [""Euro"", ""EUR""], ""to_currency"": [""USD"", ""US Dollar""]}}]",correct
multiple_130,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""calculate_cagr"", ""arguments"": {""initial_value"": 2000, ""final_value"": 3000, ""period_in_years"": 4}}
</tool_call>",0.23825874994508922,593,44,184.67317573915145,,,,,,,2026-04-30T21:50:49.855593+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_cagr"", ""arguments"": {""initial_value"": 2000, ""final_value"": 3000, ""period_in_years"": 4}}]","[{""name"": ""calculate_cagr"", ""arguments"": {""initial_value"": [2000], ""final_value"": [3000], ""period_in_years"": [4]}}]",correct
multiple_121,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""geometry.area_triangle"", ""arguments"": {""base"": 6, ""height"": 10, ""unit"": ""square meters""}}
</tool_call>",0.25810404191724956,597,39,151.1018568725233,,,,,,,2026-04-30T21:50:51.099986+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""geometry.area_triangle"", ""arguments"": {""base"": 6, ""height"": 10, ""unit"": ""square meters""}}]","[{""name"": ""geometry.area_triangle"", ""arguments"": {""base"": [6], ""height"": [10], ""unit"": ["""", ""square meters""]}}]",correct
multiple_171,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""game_result.get_winner"", ""arguments"": {""teams"": ""['Lakers', 'Clippers']"", ""date"": ""2021-01-28""}}
</tool_call>",0.20633908407762647,435,44,213.2412295842451,,,,,,,2026-04-30T21:50:52.364536+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""game_result.get_winner"", ""arguments"": {""teams"": ""['Lakers', 'Clippers']"", ""date"": ""2021-01-28""}}]","[{""name"": ""game_result.get_winner"", ""arguments"": {""teams"": [[""Lakers"", ""Clippers""], [""Clippers"", ""Lakers""]], ""date"": [""2021-01-28"", ""01/28/2021"", ""Jan.28,2021""], ""venue"": [""""]}}]",correct
multiple_173,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""get_defense_ranking"", ""arguments"": {""season"": 2021, ""top"": 1}}
</tool_call>",0.18204979202710092,576,35,192.25509466547322,,,,,,,2026-04-30T21:50:53.579056+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_defense_ranking"", ""arguments"": {""season"": 2021, ""top"": 1}}]","[{""name"": ""get_defense_ranking"", ""arguments"": {""season"": [2021], ""top"": [1, """"]}}]",correct
multiple_151,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""social_media_analytics.most_followed"", ""arguments"": {""topic"": ""psychology"", ""sub_topics"": [""behaviour"", ""group dynamics""], ""region"": ""global""}}
</tool_call>",0.37063187500461936,647,50,134.90474881410788,,,,,,,2026-04-30T21:50:54.768247+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""social_media_analytics.most_followed"", ""arguments"": {""topic"": ""psychology"", ""sub_topics"": [""behaviour"", ""group dynamics""], ""region"": ""global""}}]","[{""name"": ""social_media_analytics.most_followed"", ""arguments"": {""topic"": [""psychology"", ""Psychology""], ""sub_topics"": [[""behaviour"", ""group dynamics""], [""group dynamics"", ""behaviour""]], ""region"": ["""", ""global""]}}]",correct
multiple_18,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""european_history.battle_details"", ""arguments"": {""battle"": ""Battle of Stalingrad""}}
</tool_call>",0.22148258402012289,388,33,148.99591381416144,,,,,,,2026-04-30T21:50:56.145605+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""european_history.battle_details"", ""arguments"": {""battle"": ""Battle of Stalingrad""}}]","[{""name"": ""european_history.battle_details"", ""arguments"": {""battle"": [""Battle of Stalingrad"", ""Stalingrad""]}}]",correct
multiple_50,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""house_price_forecast"", ""arguments"": {""location"": ""New York"", ""months"": 1}}
</tool_call>",0.33147750003263354,576,34,102.57106439095487,,,,,,,2026-04-30T21:50:57.369125+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""house_price_forecast"", ""arguments"": {""location"": ""New York"", ""months"": 1}}]","[{""name"": ""house_price_forecast"", ""arguments"": {""location"": [""New York"", ""New York, NY"", ""NYC"", ""New York City""], ""months"": [1], ""features"": [[], """"]}}]",correct
multiple_12,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""corporate_finance.calculate_YOY_growth_rate"", ""arguments"": {""company_name"": ""Tech Inc"", ""year1"": 2019, ""year1_revenue"": 1000000, ""year2"": 2020, ""year2_revenue"": 1200000}}
</tool_call>",0.29051420802716166,638,73,251.27858804473638,,,,,,,2026-04-30T21:50:58.708303+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""corporate_finance.calculate_YOY_growth_rate"", ""arguments"": {""company_name"": ""Tech Inc"", ""year1"": 2019, ""year1_revenue"": 1000000, ""year2"": 2020, ""year2_revenue"": 1200000}}]","[{""name"": ""corporate_finance.calculate_YOY_growth_rate"", ""arguments"": {""company_name"": [""Tech Inc""], ""year1"": [2019], ""year1_revenue"": [1000000], ""year2"": [2020], ""year2_revenue"": [1200000]}}]",correct
multiple_45,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""geology.get_era"", ""arguments"": {""era_name"": ""Ice age"", ""calculate_years_ago"": ""True""}}
</tool_call>",0.3523372079944238,370,39,110.6894166017721,,,,,,,2026-04-30T21:51:00.004112+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""geology.get_era"", ""arguments"": {""era_name"": ""Ice age"", ""calculate_years_ago"": ""True""}}]","[{""name"": ""geology.get_era"", ""arguments"": {""era_name"": [""Ice age""], ""calculate_years_ago"": [true]}}]",correct
multiple_141,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""lawsuit.check_case"", ""arguments"": {""case_id"": ""1234"", ""closed_status"": ""True""}}
</tool_call>",0.1959625839954242,564,36,183.7085389772193,,,,,,,2026-04-30T21:51:01.362723+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""lawsuit.check_case"", ""arguments"": {""case_id"": ""1234"", ""closed_status"": ""True""}}]","[{""name"": ""lawsuit.check_case"", ""arguments"": {""case_id"": [1234], ""closed_status"": [true]}}]",correct
multiple_48,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""library.find_nearby"", ""arguments"": {""location"": ""New York City, NY"", ""preferences"": [""Pet-friendly"", ""Disabled Access""]}}
</tool_call>",0.35529683402273804,470,43,121.02556477395494,,,,,,,2026-04-30T21:51:02.563615+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""library.find_nearby"", ""arguments"": {""location"": ""New York City, NY"", ""preferences"": [""Pet-friendly"", ""Disabled Access""]}}]","[{""name"": ""library.find_nearby"", ""arguments"": {""location"": [""New York City"", ""NYC"", ""New York City, NY""], ""preferences"": [[""Pet-friendly"", ""Disabled Access""], [""Disabled Access"", ""Pet-friendly""]]}}]",correct
multiple_87,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""games.update.find"", ""arguments"": {""game"": ""Cyberpunk 2077"", ""platform"": ""Xbox""}}
</tool_call>",0.20364704204257578,533,38,186.59735795256714,,,,,,,2026-04-30T21:51:03.925700+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""games.update.find"", ""arguments"": {""game"": ""Cyberpunk 2077"", ""platform"": ""Xbox""}}]","[{""name"": ""games.update.find"", ""arguments"": {""game"": [""Cyberpunk 2077""], ""platform"": [""Xbox""], ""region"": ["""", ""global""]}}]",correct
multiple_84,multiple,Cerebras_WSE,llama3.1-8b,cerebras_api,0,"<tool_call>
{""name"": ""getTopGoalScorers"", ""arguments"": {""competition"": ""UEFA Champions League"", ""team"": ""Barcelona"", ""number"": ""10""}}
</tool_call>",0.19826291594654322,466,45,226.97134148946523,,,,,,,2026-04-30T21:51:05.141951+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""getTopGoalScorers"", ""arguments"": {""competition"": ""UEFA Champions League"", ""team"": ""Barcelona"", ""number"": ""10""}}]","[{""name"": ""getTopGoalScorers"", ""arguments"": {""competition"": [""UEFA Champions League""], ""team"": [""Barcelona""], ""number"": [10]}}]",correct
